train,69,1206687174,1206691199,0,31.93544613,15.45455293,14.30175804,12.70737137,-0.196530029,1.258777006,0.022664523,0.000150048,0.159967856,-0.582342759,0.022083808,-0.008600069,0,0.069735883,-179.5960879,178.8733803,-72.84988933,-146.1583351,113.9556099,-77.9291965,5.968813982,-2.15184232,0,12.89333229,-77.9291965,5.968813982,-2.15184232,0,12.89333229
train,379,1206691200,1206712920,0,32.97518114,18.18695051,18.62858446,12.45560823,-0.191296655,2.02038779,0.026742624,0,0.208902666,-0.963980363,0.035445396,-0.012924358,-0.000024,0.09437104,-179.9984363,179.5018896,-35.00482123,-113.310163,135.4653645,-89.72895444,86.89367613,-1.092657553,0,12.08104171,-89.72895444,86.89367613,-1.092657553,0,12.08104171
train,801,1206725270,1206777599,0,32.64062993,20.75746855,23.58367771,10.39110233,-0.227566273,2.972778321,0.01658478,0.001231022,0.172593237,-1.393260395,0.052154007,-0.00778575,-0.0000456,0.077383086,-179.9987718,179.7695175,46.96248435,84.821454,105.0299904,-89.34077069,67.95748511,0.272560635,0,7.791245494,-89.34077069,67.95748511,0.272560635,0,7.791245494
train,716,1206777600,1206863999,0,66.63619167,18.62729693,21.06084207,10.3496617,-0.72432214,1.274029408,0.006266169,0,0.095138923,-0.600794512,0.021966024,-0.003015302,0,0.034336922,-178.0382222,179.3110749,13.35620252,6.424238604,60.74773157,-75.47506412,33.28234493,-0.029642158,0,3.595624289,-75.47506412,33.28234493,-0.029642158,0,3.595624289
train,316,1206864000,1206904391,0,36.47238249,18.99395305,23.83683963,10.19573809,-2.605169218,9.688361953,0.025151186,0,0.567367612,-4.843769027,0.186083447,-0.015861913,0,0.273397951,-164.0632165,139.9499565,-5.11078277,0,53.3712586,-82.03176957,24.07406091,-0.609430535,-0.003405589,6.890667766,-82.03176957,24.07406091,-0.609430535,-0.003405589,6.890667766
train,502,1206908279,1206948666,0,32.18009921,14.80599396,16.18172276,9.039483205,-0.578541021,0.710269994,-0.000346087,0,0.0607,-0.332518431,0.09559638,-0.000828072,0,0.016537812,-179.8013993,179.9852542,-14.10866195,0,120.2338438,-66.58002468,80.90029076,-0.228059188,0,6.147944469,-66.58002468,80.90029076,-0.228059188,0,6.147944469
train,439,1206955564,1206981326,0,30.22336646,20.14099237,27.14475129,11.4209601,-0.232017278,1.381352876,0.006549474,0,0.098035884,-0.644083091,0.024234262,-0.002963161,0,0.039624323,0,165.2165141,81.37529753,96.54330847,42.67171886,-2.387139699,70.2167911,0.494087611,0,5.401967055,-2.387139699,70.2167911,0.494087611,0,5.401967055
train,422,1206994538,1207019176,0,30.61861458,18.41452258,25.10427561,12.24387555,-0.230830729,1.200528933,0.007859976,0,0.102249338,-0.5198906,0.043184523,-0.003569629,-0.00000213,0.036915908,-176.1638733,175.156564,81.55455053,106.7818279,73.95212293,-87.97134208,68.53738601,0.223791112,0,8.426772723,-87.97134208,68.53738601,0.223791112,0,8.426772723
train,611,1207156023,1207193515,0,35.41722568,18.28971439,22.9174823,11.47762199,-0.265776581,2.003549706,0.013034343,0,0.148066021,-0.96192599,0.099611726,-0.005809428,-0.000025,0.062893332,-171.5307874,165.7927357,-55.32344639,-65.36243945,37.98415387,-50.28173244,13.53216035,-0.636490181,0,5.181042962,-50.28173244,13.53216035,-0.636490181,0,5.181042962
train,1617,1207207911,1207209599,1.253251771,30.53612474,17.92818759,18.50316731,9.240032557,-3.31159125,3.261759457,0.015579179,-0.0000714,0.668163082,-5.7420484,5.875653708,0.001197136,0.00216781,1.083678317,-95.92056577,-24.8005817,-69.0837835,-68.36850689,11.34398831,-27.210627,26.25541356,-0.013645828,0.052172632,4.772838318,-27.210627,26.25541356,-0.013645828,0.052172632,4.772838318
